timestamp;buyer;seller;symbol;currency;price;quantity
145900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;9
146600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
146700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;7
147300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
148400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
149000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;3
149600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;10
150500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
150600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
150800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
152000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
153700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
160700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;7
161400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;9
161900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
169400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;2
170800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
171700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;10
175500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
176900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
179300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
179500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;7
182200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;7
182500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;10
184500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;6
191400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
191600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
193500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;8
193700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;3
197200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;10
200200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;3
203200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
204500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;10
204800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;4
206100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
207700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
208500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
216000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
218000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;3
218100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;6
218600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
219900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
221000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;8
221700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;10
222000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;4
228700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
228800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
232900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;3
235800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;3
236300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
239500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;7
240800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;6
241800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;3
244200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
245100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;7
245800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;6
246400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
250800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;5
251100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;3
251700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;10
252600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;9
253300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
254500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
258100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;8
262200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
262300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;3
262400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
264100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
264200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
264300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
266400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;10
273200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
273500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
273500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
274200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;6
277500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
279800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
280500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
280700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
282400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;9
285200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
288100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;5
288600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;8
288700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;10
290500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;6
291800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;6
292600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
302900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
306200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;9
307800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;6
308100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;3
310200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;7
311400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;7
312600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;2
315000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;5
315300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
315700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
318600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;8
320700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;10
322800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;9
323700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
324600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;3
325900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10017;3
327600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;10
329600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;3
329700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;2
329900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;8
331400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;5
335700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;7
336000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;5
337000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10018;10
337100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
337400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;2
348700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;8
349700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
352100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;4
352300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;2
353900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
354300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;5
355200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;7
356300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
356400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;5
358000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
358400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;10
359000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;3
359900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;9
368500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
374200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;10
374400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
375600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
377100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
377300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
377600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
379500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;10
380900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
383300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
386500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;5
387700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;7
388100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;8
390900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;2
393600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
395100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;2
399200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;4
400700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;4
405600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;6
405700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
406300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
407500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;5
407600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
407700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;10
408000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;2
411700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;10
413100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;7
415200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;5
418300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
423400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
423900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;2
424300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
424400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
424900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;3
426300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;4
428300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
430900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;5
433200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
435200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;6
438600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
444300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;3
453500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;8
454100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;6
463600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
469000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;2
476700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;9
477600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;10
483900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
485800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
487100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;3
488600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;9
491600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;2
492600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
495500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
495600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;6
495800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
496100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;3
497700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;9
500000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;5
503500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
505900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
506600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;6
509900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;2
510400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
513700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
516600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
519100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;5
521400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;5
522400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
524200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;10
525200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
527900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;5
528700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
531800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;5
534100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
535800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
536000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
538700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
538800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
540300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
541900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
545000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
547600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
548100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
549600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;10
562200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;2
564800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;4
565600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
567700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;4
570300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;8
571600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
572700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;3
573000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;5
573400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;3
575700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;3
577000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
578900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
581000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;6
582600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
584700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;10
586300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
587000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
588200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;4
589500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;3
592100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;5
594000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;6
596100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;9
596200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
597000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;9
598000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
602100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;4
603200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
605600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
607000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;2
610200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;8
611300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
614900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
617100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
618000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
620400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
621900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
623000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;2
628200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
628500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;7
636500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;6
637800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;5
639600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;7
643800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
644200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;5
644600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;8
647000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;4
647400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;5
649900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;6
650300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;9
651300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;6
654500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;5
657400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;5
659600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;4
660400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;7
