timestamp;buyer;seller;symbol;currency;price;quantity
45600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;4
48000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;10
50800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;5
51400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10017;8
53800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;10
55900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;6
57600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;6
62700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
67300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;8
69400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;5
71700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;8
72900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;9
73900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;7
74500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;9
76000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;7
76600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
79600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
81200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
84600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;2
86100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
86200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;4
91700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;9
94000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
94400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;3
96300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;8
97600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;3
98200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;3
100100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
100400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;4
101700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;5
103900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
105100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;8
105200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;3
106000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;4
107900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
108800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;9
111800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;6
113300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
113500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
114100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;10
118900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
119100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
120000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;8
120900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
122900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;3
125200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;3
125400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;3
133100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
135800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
137500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;5
139000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;6
149800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
157000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;3
160300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
161600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
173600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;5
174200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;3
175000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;3
175400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;4
179600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;10
183600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;10
184400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
184800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;2
186400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;5
190100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;3
190800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
192200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
192800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
194700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;9
197100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;3
199500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;7
200600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;6
202700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;2
203500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;3
206500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;3
207600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;2
208500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;9
211000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;2
216000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
216600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
220300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;2
221200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;3
224200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
225700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
226200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
228300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;7
232000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
232100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;2
236400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;9
236600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;10
236800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
242400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
242600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;4
244000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
245900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;3
249700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;4
253000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;2
254100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;4
254400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;2
255200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;2
257500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
259200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
260000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;7
260800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;3
261600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
263500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;3
266700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;10
269500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;2
273300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
274300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;5
281200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9984;3
281300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9984;4
281600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;5
282600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;6
285400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;10
288300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;7
289400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;6
291200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;7
292200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;2
295400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;6
297600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
298600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
300000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;6
300900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9983;10
302000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9982;6
303700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;5
304000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;5
306100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;9
306400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;7
307300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;7
313700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
314200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
315300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;6
316200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;3
318800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;7
321100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;6
324600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;6
330800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9983;6
332900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;8
333400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9984;10
333600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;5
346700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9980;3
349500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;6
351800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
354200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;6
354700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
355900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;6
361700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
364000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;9
367100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
368100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;6
370400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
370700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;8
372600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
376300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
377800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;7
379600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
383900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
385000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;4
387100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
387100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;3
389900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
390000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
391500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
394100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;7
395900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;3
396400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;8
399900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
401400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
402300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;7
403200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
404200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
412200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;2
414900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
416800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10017;9
417000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;6
418000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10017;6
435100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;6
436300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;3
438600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
439300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;10
441000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;4
441100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;7
444100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
447000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;9
449800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;3
450700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
452000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
453900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
454100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
454200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;3
454800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
455100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
455800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
460600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
462400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;6
463200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
469900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
472500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
473000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
475900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
479000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
479500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
481100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;3
481400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
483200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;3
485200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;4
486000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
489400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
491100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;2
493600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;3
495400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;3
496700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;3
498400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;4
499700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;9
503300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9984;3
504200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;6
504700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;10
506600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9985;7
512400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;7
513300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;8
515100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9985;6
515800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9983;6
516500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;3
517000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;4
524900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;3
525600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;8
526400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
526900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;6
528200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;4
528400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;6
529500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;6
530500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
531300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;4
532900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;4
534200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;4
539300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
543700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9985;6
543700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9985;2
546300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
547500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9983;3
549600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;5
551300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9985;5
554800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;2
556700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9985;2
557600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
565000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
566200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9984;8
567300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;8
570200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;10
571800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;3
573700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;10
573900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
574500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
578700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
582200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;9
583300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;3
587000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;6
599200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;10
599500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;3
606100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9984;4
609300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9984;6
610500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;4
611500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;8
612200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;3
616600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
623800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
624100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;4
624700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
635000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;9
637400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;2
638000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;8
642800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;6
644300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;2
645800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;10
648100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;3
648300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;10
648800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
649200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;4
653100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
656500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;9
658600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
659500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;6
659700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
660600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
662300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;3
664800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;4
665000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;8
669700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;10
671900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9985;3
674700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
679200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;7
680000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
687000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
687900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;4
694200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;3
698100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
698400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
699900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
706600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;9
710100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;3
710500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
712400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;5
713700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;4
714000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;7
714500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;10
715700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;3
721600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
722300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
722800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;2
723600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;5
729700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
731100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;3
735400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;1
745600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
750000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;2
752600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
752900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;3
753100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;7
753400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;2
